Type,id
ApplicationInterface,Rest API-AFC Individual POA Signing Callback
ApplicationInterface,Rest API-FLC Corporate POA Signing Callback
ApplicationInterface,Rest API-FLC Individual POA Signing Callback
DataObject,RESTRUCTURE
DataObject,RESTRUCTURE (FLC)
BusinessProcess,Restructure Request Review and Approval
DataObject,RESTRUCTURING
BusinessProcess,Result return to AML system
Product,Retail
DataObject,Retail (CMS)
Product,Retail Domain
BusinessFunction,Retail Finance
BusinessFunction,Retail Financing Application - NA
BusinessObject,Retail Loan Contract
BusinessObject,Retail Loan Disbursement
BusinessRole,Retail Loan Lenders
BusinessObject,Retail Loan Overdue
BusinessObject,Retail Loan Recovery
BusinessObject,Retail Loan Repayment
BusinessObject,Retail Loan Write-Off
ApplicationComponent,Retail Module
Product,Retail Securitization
Product,Retail Syndication
BusinessProcess,Retister Application
BusinessProcess,Retrive Documents - US/CA
BusinessProcess,Return file deailing cancelled transaction
BusinessProcess,Return Status to eNACH
BusinessProcess,Reuqest Termination
Principle,Reuse before Buy before Build
ApplicationFunction,REVENUE
Value,REVENUE
BusinessProcess,Review & Approval
BusinessProcess,Review & Check PBOC Reports - China
BusinessProcess,Review amount
BusinessProcess,Review and Approve Customer's Debiting
BusinessProcess,Review Application
BusinessProcess,Review Clearance Report
BusinessProcess,Review daily cash flow
BusinessProcess,Review Financial Statements
BusinessProcess,Review financial statements and input data into an Excel Template Manually
BusinessProcess,Review Invoice
BusinessProcess,Review of Documents Provided (notes)
ApplicationService,"Review Screen for AML Risk Grading, Update Button"
ApplicationService,"Review Screen for Finscan Matches, Update Button"
ApplicationComponent,RHAPSODY Service Engine
CourseOfAction,Right Products Fit Offerred and Sold to Right Customer
Value,Risk
BusinessActor,Risk - Australia
BusinessObject,RISK / CREDIT ASSESSMENT
BusinessActor,Risk Analyst
BusinessActor,Risk Analyst - China
ApplicationService,Risk Assessment
Capability,Risk Assessment
DataObject,Risk Assessment Metrics Label
BusinessService,Risk Assessment Service
ApplicationService,Risk Checking Module
BusinessObject,Risk Classification Level
Capability,Risk Management
BusinessObject,Risk Profile (Credit)
Product,Road Machine
Product,Road Tax Services
Value,ROI (Return On Investment)
BusinessObject,Role (Credit)
Product,Routing Service
Product,RSA - Roadside Assistance
ApplicationFunction,Rule Based Decisioning
ApplicationService,Rule Based Risk Grading Calculation
ApplicationFunction,Rule Identification Suspecious Transaction Statistics
ApplicationFunction,Rule-based Productivity Reports
ApplicationFunction,Rules Based Actions
ApplicationFunction,Rules Visualized Configuration
ApplicationFunction,Runtime Management
Location,Russia PMO
Requirement,SA01 Access Management for Externally Hosted Solutions
Requirement,SA02 Encryption of Information in Transit
Requirement,SA03 Intrusion Detection and Monitoring
Requirement,SA04 Information Leakage
Requirement,SA06 Servers in Trusted and Restricted Network Zones
Requirement,SA07 Browser based Application Protection
Requirement,SA08 Encryption of Strictly Confidential Information at rest
ApplicationComponent,SaaS 3rd Party Applications
ApplicationFunction,SaaS Integration
Value,Safety
Product,Safety Inspection and Brake Adaption
Product,Safety Service
ApplicationService,SAIC Site
ApplicationComponent,SAINT
BusinessProcess,Sales
BusinessActor,Sales - Australia
BusinessActor,Sales - China
BusinessActor,Sales - India
BusinessActor,Sales - Turkey
BusinessActor,Sales - ZA
ApplicationFunction,Sales & E-Commerce
ValueStream,Sales & Marketing
ApplicationFunction,Sales & Merchant Analytics
ApplicationComponent,Sales / Credit Portal
BusinessProcess,Sales Acceptance
BusinessActor,Sales Admin
BusinessFunction,Sales and Marketing Support - NA
ApplicationFunction,Sales Apps
Capability,Sales Association Management
BusinessProcess,Sales Collect Supporting Documents
BusinessProcess,Sales Create New Deal in PM for New Lessee
Constraint,Sales currently do not have a system guideline for document collection and status monitoring is challenging
Constraint,Sales Desk: Document Exchange with Dealers and Customers (Automated Follow-Up and Monitoring)
Capability,Sales Determination
BusinessActor,Sales Director
Value,Sales Effectiveness
ApplicationFunction,Sales Einstein
Capability,Sales Forecasting
Constraint,Sales has no visibility of the current status of the customer (including past documents collected)
BusinessActor,Sales Head - India
Constraint,Sales highly dependent on credit team to issue offer letter which delays the communication of approved terms to customer
Product,Sales Lease Back (SLB)
BusinessActor,Sales Manager
Capability,Sales Performance Management
Capability,Sales Plan Management
BusinessProcess,Sales Planning - India
ApplicationComponent,Sales Platform
BusinessProcess,Sales Recommendation - India
BusinessProcess,Sales Recommendation to Credit Stage
BusinessActor,Sales Rep. - India
BusinessActor,Sales Representative
Capability,Sales Resource Targeting
BusinessActor,Sales Support
BusinessProcess,Sales Target / Objectives - India
Capability,Sales Target Management
Constraint,Sales team have challenge in selecting correct ATROE sheet as well
Capability,Sales to Business Direction Association
Capability,Sales to Information Association
Capability,Sales to Risk Association
Product,Sales Tools
Capability,Sales Variance Assessment
ApplicationComponent,Salesforce app exchange
ApplicationFunction,Salesforce Basic Support
Grouping,Salesforce European Org
Grouping,Salesforce Experience Cloud
ApplicationFunction,Salesforce Premiers Success
Grouping,Salesforce Sales Cloud
ApplicationFunction,Salesforce to Salesforce
DataObject,SALESINV
DataObject,SALESINV (FLC)
ApplicationFunction,Salf-Service Community
DataObject,SALINCLD
DataObject,SALINCLD (FLC)
DataObject,SALINVCL
DataObject,SALINVCL (FLC)
DataObject,SALINVDT
DataObject,SALINVDT (FLC)
ApplicationFunction,SAML Authentication
DataObject,SAML Request
DataObject,SAML Response
BusinessProcess,Sample Data Prepared
ApplicationFunction,Sanction Check-Up
Capability,Sanction Check-Up
Goal,Sandbox environment
ApplicationComponent,SAP
DataObject,SAP_FORMAT
DataObject,SAP_FORMAT (FLC)
CommunicationNetwork,SAS VNet
ApplicationService,SAT (Tax) Chart Of  Accounts
ApplicationService,SAT (Tax) Payment Register
Value,Satisfaction
Product,Satisfaction Guarantee
ApplicationFunction,SAU
BusinessProcess,SAU (Sold and Unpaid) - China
BusinessProcess,SAU Cancellation
BusinessProcess,SAU Contract Receipt Handling Separately
BusinessProcess,SAU Expired - China
BusinessProcess,SAU Line Management
BusinessProcess,SAU Penalty Calculation
BusinessProcess,SAU Penalty Waive
BusinessProcess,SAU Pre-Expired - China
ApplicationFunction,Save bank info when do lump sum pay
ApplicationComponent,SCA
Value,Scalability
BusinessProcess,Scan Invoice
Driver,"Scan, index and store any documents collected for Third Party Payment"
Goal,"Scan, index and store any documents collected for Third Party Payment"
ApplicationFunction,Scheduled Jobs
Product,Scheduled Serviceing and Oil Changes
TechnologyInterface,SCIM
Constraint,Scope
ApplicationInterface,Score AML Risk
BusinessObject,SCORECARD / THIRD PARTY
ApplicationFunction,Scorecard Calculation
BusinessProcess,Scorecard Development
BusinessProcess,Scorecard Governance
BusinessProcess,Scorecard Monitoring
ApplicationComponent,Scorecard solution
ApplicationComponent,Scorecard solution data pond
ApplicationComponent,Scorecard solution input data provider
BusinessFunction,Scoring Rules - NA
ApplicationComponent,Screening Adapter
ApplicationComponent,Screening Module - Europe
ApplicationComponent,Screening Module (new)
DataObject,S-Curve Schedules
ApplicationComponent,SDZB Credit Service (Front-End Query)
ApplicationComponent,SDZB Credit Service (Query Assistant)
Device,SDZB Front-End Server (To-Be Ordered New VM)
Device,SDZB Standalone PC1
Device,SDZB Standalone PC2
Device,SDZB Test (CNPEKW10143438)
Path,SDZB_NIC_PBOC
Path,SDZB_NIC_PBOC<CI>
Path,SDZB_NIC_VCN
Device,SDZB_PC1_Prod (DESKTOP-EEVN9RB)
Device,SDZB_PC2_Prod
Principle,Seamless API Integration
BusinessProcess,"Search ""Name"" in Finscan (in Local DB)"
BusinessProcess,Search By Customer Info
ApplicationComponent,Search Engine
ApplicationFunction,Search Engine Optimisation
Product,Seasonal Solution
ApplicationFunction,Sector Accelerator Apps
Principle,Secure & Privacy by Design
Product,Secured Loans
Capability,Secured Promissory Note
BusinessObject,Securitization
Product,Securitization
ApplicationFunction,Security
Value,Security
ApplicationFunction,Security & Auditing Analytics
Device,Security / Monitoring / Logging / Scanning Servers
BusinessActor,Security Administrator
ApplicationComponent,Security Agent
Requirement,Security Architecture
BusinessObject,SECURITY PERFECTION / CONTRACT INITIATION
ApplicationComponent,Security Policy Server
BusinessObject,Segmentation (Marketing / Sales)
Node,SEGONT12843
Device,SEGOTL1236
Device,SEGOTL4571
Device,SEGOTL4572
Device,SEGOTN11480
Device,SEGOTN11754-N1
Device,SEGOTN11754-N2
Node,SEGOTN12842
Node,SEGOTN12844
Node,SEGOTN12845
Node,SEGOTN12849
Node,SEGOTN12952
Device,SEGOTN12965
Node,SEGOTN12989
Node,SEGOTN12990
Device,SEGOTN13092
Device,SEGOTN13093
Device,SEGOTN13094
Device,SEGOTN13097
Device,SEGOTN13134
Device,SEGOTN13135
Device,SEGOTN13138
Device,SEGOTN1346
Device,SEGOTN13517
Device,SEGOTN13521
Device,SEGOTN13523
Device,SEGOTN13524
Device,SEGOTN13525
Device,SEGOTN13526
Device,SEGOTN13527
Device,SEGOTN13724-N1
Device,SEGOTN13724-N2
Device,SEGOTN13906
Device,SEGOTN13907
Device,SEGOTN13908
Device,SEGOTN13909
Device,SEGOTN13910
Device,SEGOTN13927-N1
Device,SEGOTN13927-N2
Device,SEGOTN14394-N1
Device,SEGOTN14394-N2
Device,SEGOTN15766
Device,Segotn16445
Device,Segotn16446
Device,Segotn16454
Device,Segotn16458
Device,SEGOTN16460
Device,Segotn16463-n1
Device,Segotn16463-n2
Device,Segotn16464
Device,Segotn16466
Device,SEGOTN17172
Device,SEGOTN17173
Device,SEGOTN17174
Device,SEGOTN17175
Device,SEGOTN17195
Device,SEGOTN17197
Device,SEGOTN17198
Device,SEGOTN17201
Device,SEGOTN17202
Device,SEGOTN17203
Device,Segotx1234
Capability,SELL - Market & Sell
Capability,SELL - Register & Renew
BusinessProcess,Send Clearance Report to accouting by email
BusinessProcess,Send email to accountant for next step and get reply
BusinessProcess,Send email to Treasury Analyst and get reply
BusinessProcess,Send mail to Sales Team to provide further documents for underwriting
BusinessProcess,Send mandate cancellation file via e-Mail or Online web form
BusinessProcess,Send Mandate To Destination Bank for Verfication
BusinessProcess,Send Offer to Dealer
BusinessProcess,Send Overdue n+1 Report to Dealer
BusinessProcess,Send Overdue n+10 Notification Letter to Dealer
BusinessProcess,Send Overdue Reminder to Collection
BusinessProcess,Send Payment Letter to Dealer
BusinessProcess,Send SAU n+1/n+10 Overdue Notification Letter to Dealer
BusinessProcess,Send SMS to customer
BusinessProcess,Send SOT Notification Reminder to Collection
BusinessProcess,Send to bank paper instruction
BusinessProcess,Send Vehicle Default Notification Letter to Dealer
BusinessProcess,Send Wholesale Financing Report to Dealer (Weekly)
BusinessActor,Senior Legal Specialist - China
ApplicationFunction,Service
BusinessActor,Service - China
Capability,SERVICE - Field Service
Capability,SERVICE - Repari & Maintain
ApplicationFunction,Service Analytics
DataObject,Service case data for widgets
ApplicationComponent,Service Case Management Widget
ApplicationService,Service case monitoring and sending out alerts
BusinessProcess,Service Contract and Claim - AU (refer from m-ize)
Capability,Service Contract Mgmt - AU (refer from m-ize)
ApplicationComponent,Service Contract Module
BusinessActor,Service Contract Team - Australia
Product,SERVICE CONTRACTS
ApplicationFunction,Service Einstein
ApplicationFunction,Service Engine
Product,Service History
Product,Service Plan
BusinessRole,Service Provider
Product,SERVICE SUBSCRIPTIONS
BusinessActor,SERVICES
Product,SERVICES
BusinessActor,Services Manager
BusinessActor,Services Representative
BusinessProcess,Set SAU Type and Date - China
ApplicationInterface,Set Suspicious Transactions Result
BusinessProcess,Set Wholesale Credit Limit - China
ApplicationComponent,Settlement Figure High Integration Widget
ApplicationComponent,Settlement Figure Medium Integration Widget
ApplicationFunction,Settlement of AR / AP
Goal,Setup of subsidiary relationships and linkages to gruop and related entities (hierarchy or relationship mapping) is desired
ApplicationComponent,SF - Adobe Sign
ApplicationComponent,SF - ApprovalsCentral
ApplicationComponent,SF - Birthday eMailer
ApplicationComponent,SF - CloudAnswers Report Sender
ApplicationComponent,SF - Copado
ApplicationComponent,SF - EasyDescribe
ApplicationComponent,SF - Geopointe
